run_dir,core_area_um2,die_area_um2,utilization_percent,flops,total_cells,comb_cells,clock_period_ns,WNS_ns,TNS_ns,critical_path_ns,Fmax_MHz,total_power_mw,energy_per_cycle_pJ,latency_ns,throughput_ops_per_sec,energy_per_op_pJ,power_efficiency_ops_per_sec_per_mW,area_efficiency_ops_per_sec_per_um2
/home/jagadeesh97/OpenLane/designs/csa/runs/myrun,2522.4192,4604.114624999999,54.78619464214578,0,64,64,10.0,0.0,0.0,5.07,197.2386587771203,0.08339999999999999,0.8339999999999999,5.07,197238658.7771203,422.83799999999997,2364971927.7832174,42839.64993098327
