run_dir,core_area_um2,die_area_um2,utilization_percent,flops,total_cells,comb_cells,clock_period_ns,WNS_ns,TNS_ns,critical_path_ns,Fmax_MHz,total_power_mw,energy_per_cycle_pJ,latency_ns,throughput_ops_per_sec,energy_per_op_pJ,power_efficiency_ops_per_sec_per_mW,area_efficiency_ops_per_sec_per_um2
/home/jagadeesh97/OpenLane/designs/rca/runs/myrun,1126.08,2571.760425,43.78634918919401,0,34,34,10.0,0.0,0.0,7.140000000000001,140.05602240896357,0.0326,0.32599999999999996,7.140000000000001,140056022.40896356,232.764,4296197006.409925,54459.20274979096
