run_dir,core_area_um2,die_area_um2,utilization_percent,flops,total_cells,comb_cells,clock_period_ns,WNS_ns,TNS_ns,critical_path_ns,Fmax_MHz,total_power_mw,energy_per_cycle_pJ,latency_ns,throughput_ops_per_sec,energy_per_op_pJ,power_efficiency_ops_per_sec_per_mW,area_efficiency_ops_per_sec_per_um2
/home/jagadeesh97/OpenLane/designs/mbe/runs/myrun,9594.2016,13094.118425,73.27107704847262,0,294,294,10.0,0.0,0.0,8.84,113.12217194570135,0.379,3.79,8.84,113122171.94570136,3350.36,298475387.7195287,8639.159069290406
