run_dir,core_area_um2,die_area_um2,utilization_percent,flops,total_cells,comb_cells,clock_period_ns,WNS_ns,TNS_ns,critical_path_ns,Fmax_MHz,total_power_mw,energy_per_cycle_pJ,latency_ns,throughput_ops_per_sec,energy_per_op_pJ,power_efficiency_ops_per_sec_per_mW,area_efficiency_ops_per_sec_per_um2
/home/jagadeesh97/OpenLane/designs/baugh/runs/myrun,11911.424,15827.1168,75.25959497563069,0,374,374,10.0,0.0,0.0,8.629999999999999,115.87485515643107,0.448,4.48,8.629999999999999,115874855.15643106,3866.2400000000002,258649230.25989076,7321.286411207319
