run_dir,core_area_um2,die_area_um2,utilization_percent,flops,total_cells,comb_cells,clock_period_ns,WNS_ns,TNS_ns,critical_path_ns,Fmax_MHz,total_power_mw,energy_per_cycle_pJ,latency_ns,throughput_ops_per_sec,energy_per_op_pJ,power_efficiency_ops_per_sec_per_mW,area_efficiency_ops_per_sec_per_um2
/home/jagadeesh97/OpenLane/designs/kogge/runs/myrun,3688.5375999999997,6092.767999999999,60.53960367438905,0,110,110,10.0,0.0,0.0,6.21,161.0305958132045,0.0957,0.957,6.21,161030595.81320453,594.2969999999999,1682660353.3250213,26429.79279913572
