run_dir,core_area_um2,die_area_um2,utilization_percent,flops,total_cells,comb_cells,clock_period_ns,WNS_ns,TNS_ns,critical_path_ns,Fmax_MHz,total_power_mw,energy_per_cycle_pJ,latency_ns,throughput_ops_per_sec,energy_per_op_pJ,power_efficiency_ops_per_sec_per_mW,area_efficiency_ops_per_sec_per_um2
/home/jagadeesh97/OpenLane/designs/booth/runs/myrun,14368.7808,18686.878425,76.8923544810829,0,470,470,10.0,-2.5,-15.79,12.5,80.0,0.7010000000000001,7.010000000000001,12.5,80000000.0,8762.500000000002,114122681.88302425,4281.078850118329
